title,releaseDate,productionCompany
Captain Blood,1935-12-28,Cosmopolitan Productions
David Copperfield,1935-01-18,Metro-Goldwyn-Mayer
The Informer,1935-05-09,RKO Radio Pictures
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
A Midsummer Night's Dream,1935-10-30,Warner Bros. Pictures
Les Misérables,1935-04-20,Twentieth Century Pictures
Naughty Marietta,1935-03-08,Metro-Goldwyn-Mayer
Top Hat,1935-08-29,RKO Radio Pictures
The Informer,1935-05-09,RKO Radio Pictures
Captain Blood,1935-12-28,Cosmopolitan Productions
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
The Informer,1935-05-09,RKO Radio Pictures
Black Fury,1935-05-18,Warner Bros.
Escape Me Never,1935-04-01,British & Dominions
Private Worlds,1935-04-19,Paramount Pictures
Alice Adams,1935-08-15,RKO Radio Pictures
Becky Sharp,1935-06-13,Pioneer Pictures
The Dark Angel,1935-09-08,Samuel Goldwyn Productions
The Scoundrel,1935-04-30,Paramount Pictures
Broadway Melody of 1936,1935-09-20,Metro-Goldwyn-Mayer
The Gay Deception,1935-09-13,Fox Film Corporation
The Informer,1935-05-09,RKO Radio Pictures
Captain Blood,1935-12-28,Cosmopolitan Productions
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
Wings over Everest,1934-6,Gaumont-British
Three Orphan Kittens,1935-10-26,Walt Disney Productions
Who Killed Cock Robin?,1935-06-26,Walt Disney Productions
The Informer,1935-05-09,RKO Radio Pictures
Captain Blood,1935-12-28,Cosmopolitan Productions
Gold Diggers of 1935,1935-03-16,Warner Bros.
Top Hat,1935-08-29,RKO Radio Pictures
Roberta,1935-03-08,RKO Radio Pictures
Naughty Marietta,1935-03-08,Metro-Goldwyn-Mayer
Bride of Frankenstein,1935-04-19,Universal Pictures
Captain Blood,1935-12-28,Cosmopolitan Productions
The Dark Angel,1935-09-08,Samuel Goldwyn Productions
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
Thanks a Million,1935-10-25,Twentieth Century Pictures
The Dark Angel,1935-09-08,Samuel Goldwyn Productions
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
Top Hat,1935-08-29,RKO Radio Pictures
A Midsummer Night's Dream,1935-10-30,Warner Bros. Pictures
Barbary Coast,1935-10-13,Samuel Goldwyn Productions
Les Misérables,1935-04-20,Twentieth Century Pictures
A Midsummer Night's Dream,1935-10-30,Warner Bros. Pictures
David Copperfield,1935-01-18,Metro-Goldwyn-Mayer
The Informer,1935-05-09,RKO Radio Pictures
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
Les Misérables,1935-04-20,Twentieth Century Pictures
Broadway Melody of 1936,1935-09-20,Metro-Goldwyn-Mayer
Broadway Hostess,1935-12-07,First National Pictures
Gold Diggers of 1935,1935-03-16,Warner Bros.
She,1935-07-12,RKO Radio Pictures
Top Hat,1935-08-29,RKO Radio Pictures
The Lives of a Bengal Lancer,1935-01-11,Paramount Pictures
David Copperfield,1935-01-18,Metro-Goldwyn-Mayer
Les Misérables,1935-04-20,Twentieth Century Pictures
A Midsummer Night's Dream,1935-10-30,Warner Bros. Pictures
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
Anthony Adverse,1936-07-29,Warner Bros. Pictures
Dodsworth,1936-09-23,Samuel Goldwyn Productions
Libeled Lady,1936-10-09,Metro-Goldwyn-Mayer
Mr. Deeds Goes to Town,1936-04-12,Columbia Pictures Corp. of Calif. LTD.
Romeo and Juliet,1936-08-20,Metro-Goldwyn-Mayer
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
A Tale of Two Cities,1935-12-27,Metro-Goldwyn-Mayer
Three Smart Girls,1936-12-20,Universal Pictures
Mr. Deeds Goes to Town,1936-04-12,Columbia Pictures Corp. of Calif. LTD.
Dodsworth,1936-09-23,Samuel Goldwyn Productions
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
My Man Godfrey,1936-09-06,Universal Pictures
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
Mr. Deeds Goes to Town,1936-04-12,Columbia Pictures Corp. of Calif. LTD.
Dodsworth,1936-09-23,Samuel Goldwyn Productions
My Man Godfrey,1936-09-06,Universal Pictures
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
My Man Godfrey,1936-09-06,Universal Pictures
Romeo and Juliet,1936-08-20,Metro-Goldwyn-Mayer
Come and Get It,1936-11-06,Samuel Goldwyn Productions
My Man Godfrey,1936-09-06,Universal Pictures
Romeo and Juliet,1936-08-20,Metro-Goldwyn-Mayer
Anthony Adverse,1936-07-29,Warner Bros. Pictures
My Man Godfrey,1936-09-06,Universal Pictures
These Three,1936-03-18,Samuel Goldwyn Productions
Dodsworth,1936-09-23,Samuel Goldwyn Productions
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
Three Smart Girls,1936-12-20,Universal Pictures
After the Thin Man,1936-12-25,Metro-Goldwyn-Mayer
Dodsworth,1936-09-23,Samuel Goldwyn Productions
Mr. Deeds Goes to Town,1936-04-12,Columbia Pictures Corp. of Calif. LTD.
My Man Godfrey,1936-09-06,Universal Pictures
The Country Cousin,1936-10-31,Walt Disney Productions
The Old Mill Pond,1936-03-07,Harman-Ising Productions
Popeye the Sailor Meets Sindbad the Sailor,1936-11-27,Fleischer Studios
Anthony Adverse,1936-07-29,Warner Bros. Pictures
The Charge of the Light Brigade,1936-10-20,Warner Bros. Pictures
The Garden of Allah,1936-11-19,Selznick International Pictures
Swing Time,1936-08-27,RKO Radio Pictures
Suzy,1936-07-20,Metro-Goldwyn-Mayer
Born to Dance,1936-11-27,Metro-Goldwyn-Mayer
The Trail of the Lonesome Pine,1936-03-13,Walter Wanger Productions
Pennies from Heaven,1936-11-25,Emanuel Cohen Productions
"Sing, Baby, Sing",1936-08-21,Twentieth Century Fox
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
The Charge of the Light Brigade,1936-10-20,Warner Bros. Pictures
Dodsworth,1936-09-23,Samuel Goldwyn Productions
General Spanky,1936-12-11,Hal Roach Studios
Mr. Deeds Goes to Town,1936-04-12,Columbia Pictures Corp. of Calif. LTD.
The Texas Rangers,1936-08-28,Paramount Pictures
That Girl from Paris,1936-12-31,RKO Radio Pictures
Three Smart Girls,1936-12-20,Universal Pictures
Dodsworth,1936-09-23,Samuel Goldwyn Productions
Anthony Adverse,1936-07-29,Warner Bros. Pictures
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
Lloyd's of London,1936-11-25,20th Century Fox
The Magnificent Brute,1936-10-11,Universal Pictures
Romeo and Juliet,1936-08-20,Metro-Goldwyn-Mayer
Anthony Adverse,1936-07-29,Warner Bros. Pictures
Anthony Adverse,1936-07-29,Warner Bros. Pictures
Come and Get It,1936-11-06,Samuel Goldwyn Productions
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
Lloyd's of London,1936-11-25,20th Century Fox
A Tale of Two Cities,1935-12-27,Metro-Goldwyn-Mayer
The Great Ziegfeld,1936-03-22,Metro-Goldwyn-Mayer
Born to Dance,1936-11-27,Metro-Goldwyn-Mayer
Cain and Mabel,1936-09-26,Cosmopolitan Pictures
Dancing Pirate,1936-05-22,Pioneer Pictures
Gold Diggers of 1937,1936-12-26,Warner Bros.
Swing Time,1936-08-27,RKO Radio Pictures
The Charge of the Light Brigade,1936-10-20,Warner Bros. Pictures
Anthony Adverse,1936-07-29,Warner Bros. Pictures
The Garden of Allah,1936-11-19,Selznick International Pictures
The Last of the Mohicans,1936-09-04,Edward Small Productions
San Francisco,1936-06-26,Metro-Goldwyn-Mayer
The Awful Truth,1937-10-21,Columbia Pictures
Captains Courageous,1937-05-11,Metro-Goldwyn-Mayer
Dead End,1937-08-27,Samuel Goldwyn Productions
The Good Earth,1937-01-29,Metro-Goldwyn-Mayer
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
Lost Horizon,1937-03-02,Columbia Pictures
One Hundred Men and a Girl,1937-09-05,Universal Pictures
Stage Door,1937-10-08,RKO Radio Pictures
A Star Is Born,1937-04-20,Selznick International Pictures
The Awful Truth,1937-10-21,Columbia Pictures
The Good Earth,1937-01-29,Metro-Goldwyn-Mayer
Stage Door,1937-10-08,RKO Radio Pictures
A Star Is Born,1937-04-20,Selznick International Pictures
Captains Courageous,1937-05-11,Metro-Goldwyn-Mayer
Conquest,1937-10-22,Metro-Goldwyn-Mayer
A Star Is Born,1937-04-20,Selznick International Pictures
Night Must Fall,1937-04-30,Metro-Goldwyn-Mayer
The Good Earth,1937-01-29,Metro-Goldwyn-Mayer
The Awful Truth,1937-10-21,Columbia Pictures
Camille,1936-12-12,Metro-Goldwyn-Mayer
A Star Is Born,1937-04-20,Selznick International Pictures
Stella Dallas,1937-08-06,Samuel Goldwyn Productions
The Awful Truth,1937-10-21,Columbia Pictures
The Hurricane,1937-11-09,Samuel Goldwyn Productions
Lost Horizon,1937-03-02,Columbia Pictures
Topper,1937-07-16,Hal Roach Studios
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
Stage Door,1937-10-08,RKO Radio Pictures
Stella Dallas,1937-08-06,Samuel Goldwyn Productions
Dead End,1937-08-27,Samuel Goldwyn Productions
Night Must Fall,1937-04-30,Metro-Goldwyn-Mayer
A Star Is Born,1937-04-20,Selznick International Pictures
Black Legion,1937-01-27,Warner Bros.
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
One Hundred Men and a Girl,1937-09-05,Universal Pictures
The Awful Truth,1937-10-21,Columbia Pictures
Captains Courageous,1937-05-11,Metro-Goldwyn-Mayer
Stage Door,1937-10-08,RKO Radio Pictures
A Star Is Born,1937-04-20,Selznick International Pictures
The Private Life of the Gannets,1934,London Film Productions
The Old Mill,1937-11-05,Walt Disney Productions
Educated Fish,1937-10-29,Fleischer Studios
One Hundred Men and a Girl,1937-09-05,Universal Pictures
The Hurricane,1937-11-09,Samuel Goldwyn Productions
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
Lost Horizon,1937-03-02,Columbia Pictures
Make a Wish,1937-08-27,Principal Productions
Maytime,1937-03-26,Metro-Goldwyn-Mayer
Portia on Trial,1937-11-08,Republic Pictures
The Prisoner of Zenda,1937-09-02,Selznick International Pictures
Quality Street,1937-03-26,RKO Radio Pictures
Snow White and the Seven Dwarfs,1937-12-21,Walt Disney Productions
Something to Sing About,1937-09-30,Zion Meyers Productions
Souls at Sea,1937-08-09,Paramount Pictures
Way Out West,1937-04-16,Hal Roach Studios
Waikiki Wedding,1937-03-23,Paramount Pictures
Mr. Dodd Takes the Air,1937-08-21,Warner Bros.
Vogues of 1938,1937-08-12,Walter Wanger Productions
Shall We Dance,1937-05-07,RKO Radio Pictures
The Hurricane,1937-11-09,Samuel Goldwyn Productions
The Girl Said No,1937-10-15,Andrew L. Stone Productions
Hitting a New High,1937-12-24,RKO Radio Pictures
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
Lost Horizon,1937-03-02,Columbia Pictures
Maytime,1937-03-26,Metro-Goldwyn-Mayer
One Hundred Men and a Girl,1937-09-05,Universal Pictures
Topper,1937-07-16,Hal Roach Studios
Wells Fargo,1937-12-31,Paramount Pictures
Lost Horizon,1937-03-02,Columbia Pictures
Conquest,1937-10-22,Metro-Goldwyn-Mayer
A Damsel in Distress,1937-11-19,RKO Radio Pictures
Dead End,1937-08-27,Samuel Goldwyn Productions
Every Day's a Holiday,1937-12-18,Major Pictures
Manhattan Merry-Go-Round,1937-11-26,Republic Pictures
The Prisoner of Zenda,1937-09-02,Selznick International Pictures
Souls at Sea,1937-08-09,Paramount Pictures
Vogues of 1938,1937-08-12,Walter Wanger Productions
You're a Sweetheart,1937-12-26,Universal Pictures
The Good Earth,1937-01-29,Metro-Goldwyn-Mayer
Dead End,1937-08-27,Samuel Goldwyn Productions
Wings over Honolulu,1937-05-16,Universal Pictures
Lost Horizon,1937-03-02,Columbia Pictures
The Awful Truth,1937-10-21,Columbia Pictures
Captains Courageous,1937-05-11,Metro-Goldwyn-Mayer
The Good Earth,1937-01-29,Metro-Goldwyn-Mayer
One Hundred Men and a Girl,1937-09-05,Universal Pictures
A Damsel in Distress,1937-11-19,RKO Radio Pictures
Ali Baba Goes to Town,1937-10-29,20th Century Fox
"Ready, Willing, and Able",1937-03-06,Warner Bros.
Thin Ice,1937-09-03,Twentieth Century-Fox
Waikiki Wedding,1937-03-23,Paramount Pictures
In Old Chicago,1938-01-06,Darryl F. Zanuck Productions
Lost Horizon,1937-03-02,Columbia Pictures
Souls at Sea,1937-08-09,Paramount Pictures
A Star Is Born,1937-04-20,Selznick International Pictures
You Can't Take It with You,1938-08-23,Columbia Pictures
The Adventures of Robin Hood,1938-05-14,Warner Bros. Pictures
Boys Town,1938-09-09,Metro-Goldwyn-Mayer
The Citadel,1938-11-03,Metro-Goldwyn-Mayer British
Four Daughters,1938-08-09,Warner Bros.
La Grande Illusion,1937-06-08,Réalisation d'Art Cinématographique
Jezebel,1938-03-10,Warner Bros.
Test Pilot,1938-04-15,Metro-Goldwyn-Mayer
You Can't Take It with You,1938-08-23,Columbia Pictures
Boys Town,1938-09-09,Metro-Goldwyn-Mayer
The Citadel,1938-11-03,Metro-Goldwyn-Mayer British
Four Daughters,1938-08-09,Warner Bros.
Boys Town,1938-09-09,Metro-Goldwyn-Mayer
Algiers,1938-08-05,Walter Wanger Productions
The Citadel,1938-11-03,Metro-Goldwyn-Mayer British
Jezebel,1938-03-10,Warner Bros.
White Banners,1938-06-22,Warner Bros.
Marie Antoinette,1938-07-08,Metro-Goldwyn-Mayer
Three Comrades,1938-06-02,Metro-Goldwyn-Mayer
Kentucky,1938-12-30,20th Century Fox
Four Daughters,1938-08-09,Warner Bros.
Algiers,1938-08-05,Walter Wanger Productions
Marie Antoinette,1938-07-08,Metro-Goldwyn-Mayer
Jezebel,1938-03-10,Warner Bros.
Of Human Hearts,1938-02-11,Metro-Goldwyn-Mayer
Merrily We Live,1938-02-08,Hal Roach Studios
You Can't Take It with You,1938-08-23,Columbia Pictures
Boys Town,1938-09-09,Metro-Goldwyn-Mayer
Blockade,1938-06-16,Walter Wanger Productions
Mad About Music,1938-02-01,Universal Pictures
Test Pilot,1938-04-15,Metro-Goldwyn-Mayer
Boys Town,1938-09-09,Metro-Goldwyn-Mayer
The Citadel,1938-11-03,Metro-Goldwyn-Mayer British
Four Daughters,1938-08-09,Warner Bros.
You Can't Take It with You,1938-08-23,Columbia Pictures
Ferdinand the Bull,1938-11-25,Walt Disney Productions
Brave Little Tailor,1938-09-23,Walt Disney Productions
Good Scouts,1938-07-08,Walt Disney Productions
Mother Goose Goes Hollywood,1938-12-23,Walt Disney Productions
The Adventures of Robin Hood,1938-05-14,Warner Bros. Pictures
Army Girl,1938-08-11,Republic Pictures
Block-Heads,1938-08-19,Hal Roach Studios
Blockade,1938-06-16,Walter Wanger Productions
Breaking the Ice,1938-08-26,Principal Productions
The Cowboy and the Lady,1938-11-17,Samuel Goldwyn Productions
Marie Antoinette,1938-07-08,Metro-Goldwyn-Mayer
The Young in Heart,1938-11-03,Selznick International Pictures
Carefree,1938-09-02,RKO Radio Pictures
The Goldwyn Follies,1938-02-04,Samuel Goldwyn Productions
Jezebel,1938-03-10,Warner Bros.
Mad About Music,1938-02-01,Universal Pictures
Storm Over Bengal,1938-11-14,Republic Pictures
Sweethearts,1938-12-22,Metro-Goldwyn-Mayer
There Goes My Heart,1938-10-14,Hal Roach Studios
The Young in Heart,1938-11-03,Selznick International Pictures
Mannequin,1937-12-14,Metro-Goldwyn-Mayer
Carefree,1938-09-02,RKO Radio Pictures
The Cowboy and the Lady,1938-11-17,Samuel Goldwyn Productions
Under Western Stars,1938-04-20,Republic Pictures
Going Places,1938-12-31,Warner Bros.
Merrily We Live,1938-02-08,Hal Roach Studios
The Lady Objects,1938-10-12,Columbia Pictures
That Certain Age,1938-10-07,Universal Pictures
The Cowboy and the Lady,1938-11-17,Samuel Goldwyn Productions
Army Girl,1938-08-11,Republic Pictures
Four Daughters,1938-08-09,Warner Bros.
Merrily We Live,1938-02-08,Hal Roach Studios
Sweethearts,1938-12-22,Metro-Goldwyn-Mayer
That Certain Age,1938-10-07,Universal Pictures
Vivacious Lady,1938-05-13,RKO Radio Pictures
You Can't Take It with You,1938-08-23,Columbia Pictures
The Adventures of Robin Hood,1938-05-14,Warner Bros. Pictures
The Adventures of Tom Sawyer,1938-02-17,Selznick International Pictures
Algiers,1938-08-05,Walter Wanger Productions
Carefree,1938-09-02,RKO Radio Pictures
The Goldwyn Follies,1938-02-04,Samuel Goldwyn Productions
Holiday,1938-06-15,Columbia Pictures
Mad About Music,1938-02-01,Universal Pictures
Marie Antoinette,1938-07-08,Metro-Goldwyn-Mayer
Merrily We Live,1938-02-08,Hal Roach Studios
Algiers,1938-08-05,Walter Wanger Productions
Army Girl,1938-08-11,Republic Pictures
The Buccaneer,1938-02-04,Paramount Pictures
Jezebel,1938-03-10,Warner Bros.
Mad About Music,1938-02-01,Universal Pictures
Merrily We Live,1938-02-08,Hal Roach Studios
Vivacious Lady,1938-05-13,RKO Radio Pictures
You Can't Take It with You,1938-08-23,Columbia Pictures
The Young in Heart,1938-11-03,Selznick International Pictures
The Adventures of Robin Hood,1938-05-14,Warner Bros. Pictures
Test Pilot,1938-04-15,Metro-Goldwyn-Mayer
You Can't Take It with You,1938-08-23,Columbia Pictures
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Dark Victory,1939-04-22,Warner Bros.
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
Love Affair,1939-04-07,RKO Radio Pictures
Of Mice and Men,1939-12-30,Hal Roach Studios
Stagecoach,1939-02-02,Walter Wanger Productions
The Wizard of Oz,1939-08-10,Metro-Goldwyn-Mayer
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
Stagecoach,1939-02-02,Walter Wanger Productions
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Dark Victory,1939-04-22,Warner Bros.
Love Affair,1939-04-07,RKO Radio Pictures
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
Stagecoach,1939-02-02,Walter Wanger Productions
Juarez,1939-04-24,Warner Bros.
Beau Geste,1939-07-24,Paramount Pictures
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Love Affair,1939-04-07,RKO Radio Pictures
Love Affair,1939-04-07,RKO Radio Pictures
Young Mr. Lincoln,1939-06-09,Cosmopolitan Productions
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Sons of Liberty,1939-05-20,Warner Bros.
The Ugly Duckling,1939-04-07,Walt Disney Productions
Detouring America,1939-08-26,Leon Schlesinger Productions
Peace on Earth,1939-12-09,Harman-Ising Productions
Peace on Earth,1939-12-09,MGM Cartoons
The Pointer,1939-07-21,Walt Disney Productions
Stagecoach,1939-02-02,Walter Wanger Productions
Babes in Arms,1939-09-15,Metro-Goldwyn-Mayer
First Love,1939-11-10,Universal Pictures
The Hunchback of Notre Dame,1939-12-29,RKO Radio Pictures
Intermezzo,1939-09-22,Selznick International Pictures
Of Mice and Men,1939-12-30,Hal Roach Studios
The Private Lives of Elizabeth and Essex,1939-11-11,Warner Bros. Pictures
She Married a Cop,1939-07-12,Republic Pictures
Swanee River,1939-12-30,20th Century-Fox
They Shall Have Music,1939-07-26,Samuel Goldwyn Productions
Way Down South,1939-07-21,Sol Lesser Productions
The Wizard of Oz,1939-08-10,Metro-Goldwyn-Mayer
Dark Victory,1939-04-22,Warner Bros.
Eternally Yours,1939-10-07,Walter Wanger Productions
Golden Boy,1939-09-05,Columbia Pictures
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Gulliver's Travels,1939-12-22,Fleischer Studios
The Man in the Iron Mask,1939-07-13,Edward Small Productions
Man of Conquest,1939-05-15,Republic Pictures
Nurse Edith Cavell,1939-09-22,Imperadio Pictures
Of Mice and Men,1939-12-30,Hal Roach Studios
The Rains Came,1939-09-07,20th Century Fox
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
The Wizard of Oz,1939-08-10,Metro-Goldwyn-Mayer
Gulliver's Travels,1939-12-22,Fleischer Studios
Love Affair,1939-04-07,RKO Radio Pictures
When Tomorrow Comes,1939-08-11,Universal Pictures
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
The Hunchback of Notre Dame,1939-12-29,RKO Radio Pictures
Man of Conquest,1939-05-15,Republic Pictures
Of Mice and Men,1939-12-30,Hal Roach Studios
The Private Lives of Elizabeth and Essex,1939-11-11,Warner Bros. Pictures
The Rains Came,1939-09-07,20th Century Fox
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Beau Geste,1939-07-24,Paramount Pictures
Captain Fury,1939-05-26,Hal Roach Studios
First Love,1939-11-10,Universal Pictures
Love Affair,1939-04-07,RKO Radio Pictures
Man of Conquest,1939-05-15,Republic Pictures
The Private Lives of Elizabeth and Essex,1939-11-11,Warner Bros. Pictures
The Rains Came,1939-09-07,20th Century Fox
Stagecoach,1939-02-02,Walter Wanger Productions
The Wizard of Oz,1939-08-10,Metro-Goldwyn-Mayer
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Wuthering Heights,1939-03-24,Samuel Goldwyn Productions
Stagecoach,1939-02-02,Walter Wanger Productions
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
The Private Lives of Elizabeth and Essex,1939-11-11,Warner Bros. Pictures
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
"Goodbye, Mr. Chips",1939-05-15,Metro-Goldwyn-Mayer
The Rains Came,1939-09-07,20th Century Fox
Stagecoach,1939-02-02,Walter Wanger Productions
The Rains Came,1939-09-07,20th Century Fox
Gone with the Wind,1939-12-15,Selznick International Pictures
Gone with the Wind,1939-12-15,Metro-Goldwyn-Mayer
Only Angels Have Wings,1939-05-15,Columbia Pictures
The Private Lives of Elizabeth and Essex,1939-11-11,Warner Bros. Pictures
The Wizard of Oz,1939-08-10,Metro-Goldwyn-Mayer
Rebecca,1940-03-21,Selznick International Pictures
"All This, and Heaven Too",1940-07-04,A Warner Bros. – First National Picture An Anatole Litvak Production
Foreign Correspondent,1940-08-16,Walter Wanger Productions
The Great Dictator,1940-10-15,Charles Chaplin Film Corporation
The Long Voyage Home,1940-10-08,Walter Wanger Productions
The Long Voyage Home,1940-10-08,Argosy Corporation
Our Town,1940-05-24,Sol Lesser Productions
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
Rebecca,1940-03-21,Selznick International Pictures
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
The Great Dictator,1940-10-15,Charles Chaplin Film Corporation
Abe Lincoln in Illinois,1940-04-19,RKO Radio Pictures
Rebecca,1940-03-21,Selznick International Pictures
Rebecca,1940-03-21,Selznick International Pictures
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
Our Town,1940-05-24,Sol Lesser Productions
The Westerner,1940-09-20,Samuel Goldwyn Productions
Foreign Correspondent,1940-08-16,Walter Wanger Productions
They Knew What They Wanted,1940-10-25,RKO Radio Pictures
The Great Dictator,1940-10-15,Charles Chaplin Film Corporation
Rebecca,1940-03-21,Selznick International Pictures
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
"All This, and Heaven Too",1940-07-04,A Warner Bros. – First National Picture An Anatole Litvak Production
The Great McGinty,1940-08-15,Paramount Pictures
Angels Over Broadway,1940-10-02,Columbia Pictures
Foreign Correspondent,1940-08-16,Walter Wanger Productions
The Great Dictator,1940-10-15,Charles Chaplin Film Corporation
The Philadelphia Story,1940-12-26,Metro-Goldwyn-Mayer
The Long Voyage Home,1940-10-08,Walter Wanger Productions
The Long Voyage Home,1940-10-08,Argosy Corporation
Rebecca,1940-03-21,Selznick International Pictures
"Arise, My Love",1940-11-08,Paramount Pictures
Comrade X,1940-12-13,Metro-Goldwyn-Mayer
"Edison, the Man",1940-05-10,Metro-Goldwyn-Mayer
My Favorite Wife,1940-05-17,RKO Radio Pictures
The Westerner,1940-09-20,Samuel Goldwyn Productions
London Can Take It!,1940-11,GPO Film Unit
"Teddy, the Rough Rider",1940-02-24,Warner Bros.
The Milky Way,1940-06-22,MGM cartoon studio Rudolf Ising Productions
Puss Gets the Boot,1940-02-10,MGM Cartoons
Puss Gets the Boot,1940-02-10,Rudolf Ising Productions
A Wild Hare,1940-07-27,Leon Schlesinger Productions
Pinocchio,1940-02-07,Walt Disney Productions
Arizona,1940-12-25,Columbia Pictures
Dark Command,1940-04-15,Republic Pictures
The Fight for Life,1940-03-07,United States Film Service
The Great Dictator,1940-10-15,Charles Chaplin Film Corporation
The House of the Seven Gables,1940-02-29,Universal Pictures Co.
The Long Voyage Home,1940-10-08,Walter Wanger Productions
The Long Voyage Home,1940-10-08,Argosy Corporation
My Favorite Wife,1940-05-17,RKO Radio Pictures
Northwest Mounted Police,1940-10-21,Paramount Pictures
One Million B.C.,1940-04-05,Hal Roach Studios
Our Town,1940-05-24,Sol Lesser Productions
Rebecca,1940-03-21,Selznick International Pictures
The Thief of Bagdad,1940-12-05,London Films
Waterloo Bridge,1940-05-17,Metro-Goldwyn-Mayer
"Arise, My Love",1940-11-08,Paramount Pictures
Hit Parade of 1941,1940-10-15,Republic Pictures
Our Town,1940-05-24,Sol Lesser Productions
Second Chorus,1940-12-03,Paramount Pictures
Spring Parade,1940-09-27,Universal Studios
Strike Up the Band,1940-09-27,Metro-Goldwyn-Mayer
Pinocchio,1940-02-07,Walt Disney Productions
You'll Find Out,1940-11-22,RKO Radio Pictures
Second Chorus,1940-12-03,Paramount Pictures
Rhythm on the River,1940-09-06,Paramount Pictures
Strike Up the Band,1940-09-27,Metro-Goldwyn-Mayer
Spring Parade,1940-09-27,Universal Studios
Hit Parade of 1941,1940-10-15,Republic Pictures
Strike Up the Band,1940-09-27,Metro-Goldwyn-Mayer
Behind the News,1940-12-20,Republic Pictures
Captain Caution,1940-08-09,Hal Roach Studios
Northwest Mounted Police,1940-10-21,Paramount Pictures
Our Town,1940-05-24,Sol Lesser Productions
Spring Parade,1940-09-27,Universal Studios
Too Many Husbands,1940-03-21,Columbia Pictures
Pride and Prejudice,1940-07-26,Metro-Goldwyn-Mayer
